iter	Logloss
286	0.3494052296
287	0.3491814533
288	0.3489446183
289	0.3488041007
290	0.3484134402
291	0.3480770959
292	0.3477728852
293	0.3475978902
294	0.3473352171
295	0.3471685408
296	0.3469178089
297	0.3466624368
298	0.3463307206
299	0.3462283908
300	0.3460941573
301	0.3458443905
302	0.3455289782
303	0.3452623069
304	0.3450611876
305	0.344901819
306	0.3447128496
307	0.3445996523
308	0.3443622036
309	0.3442068674
310	0.3439142234
311	0.3438233988
312	0.3435929879
313	0.3432739681
314	0.3430217489
315	0.3426459427
316	0.3425326707
317	0.3421997641
318	0.3419440079
319	0.3418509152
320	0.3415187641
321	0.3414129033
322	0.3412364049
323	0.3409549512
324	0.3407350959
325	0.3406715713
326	0.3405646454
327	0.340171453
328	0.3400543118
329	0.3398078129
330	0.3397185277
331	0.3396269536
332	0.3395288567
333	0.3394297411
334	0.3393618294
335	0.3392429202
336	0.3389581441
337	0.3388869632
338	0.3385760558
339	0.3385081603
340	0.3382590046
341	0.3379739263
342	0.3376550506
343	0.3374794311
344	0.3374149526
345	0.3373742928
346	0.3371450101
347	0.3368431938
348	0.3367379753
349	0.3365921008
350	0.3365682481
351	0.3364193815
352	0.3363720115
353	0.3362621608
354	0.3361989634
355	0.3360078642
356	0.335881381
357	0.3356829114
358	0.3355726389
359	0.3355314572
360	0.3353376518
361	0.3351234583
362	0.3350221965
363	0.3349579554
364	0.3346208665
365	0.3344729243
366	0.3343162363
367	0.334097986
368	0.3338236138
369	0.3337361063
370	0.3336744268
371	0.3335146279
372	0.3332860463
373	0.3331958415
374	0.3331048585
375	0.3329832745
376	0.3328587488
377	0.3326470822
378	0.3324878502
379	0.3323653156
380	0.3321453122
381	0.3320394751
382	0.3320199563
383	0.3319620495
384	0.3318676499
385	0.3317546066
386	0.3316499456
387	0.331486166
388	0.3313528817
389	0.3312781455
390	0.3311658304
391	0.3309892314
392	0.3308191553
393	0.3306799911
394	0.3306174858
395	0.3305112616
396	0.3302682684
397	0.3300620915
398	0.3300085642
399	0.3299054239
400	0.329770905
401	0.329695697
402	0.3295958607
403	0.3294897288
404	0.3292911853
405	0.3292497671
406	0.3290268283
407	0.3288172013
408	0.3286701336
409	0.3285321615
410	0.3284421829
411	0.3281897595
412	0.3280066882
413	0.3278500519
414	0.3275493825
415	0.3274020738
416	0.3272600682
417	0.3271490725
418	0.3268758727
419	0.3268147087
420	0.3267302506
421	0.3265772098
422	0.3264972927
423	0.3264826434
424	0.3263135422
425	0.3260345029
426	0.3258403018
427	0.3257667198
428	0.3256458387
429	0.3254620317
430	0.3252192736
431	0.32512038
432	0.3248398065
433	0.3246136864
434	0.3244938542
435	0.3243238044
436	0.3242296061
437	0.3241921104
438	0.3241326023
439	0.3240807296
440	0.3239288108
441	0.3238304058
442	0.3236734254
443	0.3235747282
444	0.3235110277
445	0.3233978951
446	0.3232981721
447	0.3232794993
448	0.3232222268
449	0.3229756783
450	0.3229080289
451	0.3227990735
452	0.3226962511
453	0.3224138513
454	0.3223871248
455	0.3222539401
456	0.3221086772
457	0.3219610339
458	0.3217976459
459	0.3216290049
460	0.3213230623
461	0.3213200192
462	0.3211670025
463	0.3210726577
464	0.3209404132
465	0.3208300079
466	0.320750914
467	0.3206219973
468	0.3205154152
469	0.3203777965
470	0.320188092
471	0.3201393866
472	0.320014364
473	0.3199208524
474	0.3197579738
475	0.3197028193
476	0.3196199345
477	0.3194487367
478	0.3194023563
479	0.3193657792
480	0.3191418736
481	0.3190724131
482	0.319007232
483	0.3188870925
484	0.3186392534
485	0.3184229954
486	0.3182396844
487	0.3180790618
488	0.3180579353
489	0.3179585051
490	0.3178298675
491	0.3178167
492	0.3176404962
493	0.3175132815
494	0.3173674148
495	0.3171917319
496	0.3170424032
497	0.3169899064
498	0.3168553269
499	0.3167230209
500	0.3165718826
501	0.3163973304
502	0.3162927159
503	0.3162190374
504	0.3159983708
505	0.3158220879
506	0.3155950009
507	0.3154357233
508	0.3153995635
509	0.3152348139
510	0.3150825714
511	0.3149607564
512	0.3148745483
513	0.3148193984
514	0.3146242081
515	0.3145092829
516	0.3143851486
517	0.3142789255
518	0.3140843641
519	0.3139208709
520	0.3137863701
521	0.3137631024
522	0.3137121583
523	0.3135406144
524	0.313414748
525	0.313234203
526	0.3130417685
527	0.3129679489
528	0.3128555635
529	0.3126723118
530	0.3126153169
531	0.3124422512
532	0.312339383
533	0.3122936828
534	0.3122317576
535	0.3121683008
536	0.3120736085
537	0.3120050484
538	0.3119361914
539	0.3119256591
540	0.3118855805
541	0.3117049485
542	0.3114963604
543	0.3114275809
544	0.3113896765
545	0.3113433647
546	0.3113350629
547	0.3112527855
548	0.3111780453
549	0.3110055847
550	0.3109790719
551	0.310923669
552	0.3109170768
553	0.3107830561
554	0.3107029381
555	0.3106131761
556	0.3104856448
557	0.3104448643
558	0.3103262302
559	0.3101694204
560	0.3100499731
561	0.3099730722
562	0.3098955739
563	0.309799751
564	0.3095978352
565	0.3094011122
566	0.3092801942
567	0.3090761963
568	0.3088769491
569	0.3086738414
570	0.3086367404
571	0.3085464251
572	0.3084628893
573	0.3082263442
574	0.3081888351
575	0.3081251807
576	0.3078713545
577	0.3077970109
578	0.3076354461
579	0.3075705077
580	0.3074983673
581	0.3073118084
582	0.3072219151
583	0.3070465612
584	0.3069582093
585	0.3067792221
586	0.3066968078
587	0.306526129
588	0.3064874415
589	0.30628262
590	0.3062099524
591	0.306198848
592	0.3059966959
593	0.3058707903
594	0.3057481744
595	0.3056362644
596	0.3055704585
597	0.3054505984
598	0.3054187316
599	0.3052660136
600	0.3050570959
601	0.3050081602
602	0.3049152549
603	0.3048267426
604	0.3047103737
605	0.3045949212
606	0.3045325689
607	0.3045031843
608	0.3044920374
609	0.3043927933
610	0.3042933538
611	0.3042490922
612	0.3041740353
613	0.3041574059
614	0.304134677
615	0.3039784124
616	0.3039049199
617	0.3038498598
618	0.3038399659
619	0.3037492378
620	0.3037257087
621	0.3036344356
622	0.3035476158
623	0.3034561452
624	0.3033247904
625	0.3032592936
626	0.303116207
627	0.3030669834
628	0.3029902739
629	0.3029303331
630	0.3028689899
631	0.3028237
632	0.3026591149
633	0.3025943012
634	0.3024848642
635	0.3024460881
636	0.3023566984
637	0.3023433579
638	0.3022275101
639	0.3019979584
640	0.3018787702
641	0.3017928856
642	0.3017458536
643	0.3016488197
644	0.3015126922
645	0.3014429883
646	0.3013807397
647	0.3012689456
648	0.3012374822
649	0.3010024158
650	0.300914885
651	0.3008416198
652	0.3007514731
653	0.3007111447
654	0.3005920731
655	0.300550861
656	0.3005093127
657	0.3003960286
658	0.3003266811
659	0.3002260575
660	0.3001310768
661	0.300018405
662	0.2998710007
663	0.2998337672
664	0.299728724
665	0.2996985701
666	0.2995884409
667	0.2994172833
668	0.2993773156
669	0.299254406
670	0.2991804232
671	0.2990114132
672	0.2989073919
673	0.2988178946
674	0.2986579231
675	0.2985502274
676	0.2984611863
677	0.2984186637
678	0.2982875966
679	0.2982418919
680	0.2981411891
681	0.2980316381
682	0.2979158179
683	0.2978657486
684	0.2976834972
685	0.2976503811
686	0.2976278793
687	0.2975148118
688	0.2974603962
689	0.2973005283
690	0.2972474633
691	0.297196117
692	0.2970996892
693	0.297047368
694	0.2968192723
695	0.2966378603
696	0.296472014
697	0.2963829605
698	0.2963061689
699	0.2961335464
700	0.2958993816
701	0.2958477405
702	0.2957918342
703	0.2957228315
704	0.2956397547
705	0.2955762606
706	0.2955187626
707	0.295336299
708	0.2953030437
709	0.2952080442
710	0.295157133
711	0.2951424416
712	0.2950026787
713	0.2949809866
714	0.2949135352
715	0.2947834935
716	0.2947219135
717	0.2946722132
718	0.2946500858
719	0.2945852479
720	0.2943126078
721	0.2942717779
722	0.2942237755
723	0.2940401341
724	0.293862269
725	0.2938498794
726	0.2937873714
727	0.2937621139
728	0.2937362218
729	0.293636583
730	0.2936075208
731	0.293523391
732	0.293327044
733	0.2930851741
734	0.2929560356
735	0.2928719143
736	0.2928162599
737	0.2927377476
738	0.2925243755
739	0.2924696854
740	0.2922814618
741	0.2921816894
742	0.2921439036
743	0.2920849466
744	0.2919326461
745	0.2918271168
746	0.2917677461
747	0.2915992092
748	0.2914906751
749	0.2914731123
750	0.2913308595
751	0.2911969284
752	0.2911475727
753	0.2908662823
754	0.2908026906
755	0.2906219542
756	0.2904927851
757	0.290402772
758	0.2903715422
759	0.2901878324
760	0.2901087237
761	0.2900088977
762	0.289906509
763	0.289864844
764	0.2898006915
765	0.2897819869
766	0.289547532
767	0.2894086997
768	0.2892062574
769	0.289164928
770	0.2890806919
771	0.2890078458
772	0.2888948181
773	0.2886374592
774	0.2885553212
775	0.2885043884
776	0.2882194438
777	0.2881462116
778	0.2880732332
779	0.2880457509
780	0.2878667726
781	0.2878080384
782	0.2876448148
783	0.2875896529
784	0.2874148965
785	0.2873617059
786	0.2872441823
787	0.2871506878
788	0.2870783758
789	0.2870359799
790	0.2868376782
791	0.2868165122
792	0.2867179583
793	0.2866296021
794	0.2864156951
795	0.2863837694
796	0.2861881469
797	0.2858915521
798	0.2856469139
799	0.2854081141
800	0.28535034
801	0.2852866112
802	0.2851741823
803	0.2851018105
804	0.2849016066
805	0.2848046693
806	0.2847751802
807	0.2847019232
808	0.2844591721
809	0.2843863804
810	0.2842648019
811	0.2842192816
812	0.2841314746
813	0.2840573831
814	0.2839700177
815	0.28393281
816	0.2838069964
817	0.2837226115
818	0.2836722157
819	0.2836335416
820	0.2835957521
821	0.2834874359
822	0.2832909768
823	0.2832746154
824	0.2830973043
825	0.2830288536
826	0.2828609883
827	0.2827457828
828	0.2826236179
829	0.2825870892
830	0.2825198981
831	0.2823586115
832	0.2823356871
833	0.2822744909
834	0.2822522049
835	0.2820326434
836	0.2818096635
837	0.2817230281
838	0.2816657525
839	0.2815503036
840	0.2815003187
841	0.281247866
842	0.2811043253
843	0.28098115
844	0.2807963058
845	0.2807210098
846	0.280472482
847	0.2803325155
848	0.2803013933
849	0.2802133043
850	0.2800954729
851	0.2798855586
852	0.2797817357
853	0.2797355814
854	0.2795827349
855	0.2794710764
856	0.2792962729
857	0.2791872135
858	0.2791076636
859	0.2790827997
860	0.2790563492
861	0.2788988877
862	0.2788519537
863	0.2786660023
864	0.2784760007
865	0.2784508942
866	0.2784258127
867	0.2782515498
868	0.2781111646
869	0.2780675785
870	0.278058318
871	0.2778308841
872	0.2777481956
873	0.2777404703
874	0.2776183166
875	0.2775445099
876	0.2774341015
877	0.2771767319
878	0.2770356782
879	0.2769013049
880	0.2768227992
881	0.2767885804
882	0.2766649236
883	0.2764928488
884	0.2762856335
885	0.2762581299
886	0.2762028462
887	0.2760970845
888	0.275894832
889	0.2758563072
890	0.2757769514
891	0.2756043236
892	0.2755363382
893	0.2752954906
894	0.2751780668
895	0.2750966881
896	0.2749639572
897	0.2747717645
898	0.2746064757
899	0.2743627922
900	0.2742623607
901	0.274206738
902	0.2740394281
903	0.2738621469
904	0.2737716083
905	0.2737331182
906	0.2735795604
907	0.2735346063
908	0.2732913672
909	0.2731681574
910	0.272982698
911	0.2728761456
912	0.2726914812
913	0.2726011318
914	0.2724734244
915	0.2724300306
916	0.272323061
917	0.2722480348
918	0.2722009257
919	0.2721136061
920	0.2720662215
921	0.271975847
922	0.2719180702
923	0.2718789873
924	0.2717479396
925	0.2717019829
926	0.2716472808
927	0.2716116911
928	0.2713462327
929	0.2713365701
930	0.2712622036
931	0.2711934914
932	0.2710140304
933	0.270992098
934	0.270919422
935	0.2708600971
936	0.2708235469
937	0.2708002517
938	0.2706911159
939	0.2704985235
940	0.2704124143
941	0.2703159127
942	0.2701003459
943	0.2700785845
944	0.2700464752
945	0.2697918219
946	0.2696751989
947	0.2695821952
948	0.2693729346
949	0.2692905341
950	0.2692002085
951	0.2691883701
952	0.2691364524
953	0.26896852
954	0.2689225928
955	0.2688757096
956	0.2688126562
957	0.2687784299
958	0.2686993267
959	0.2686376956
960	0.2686220892
961	0.2686100614
962	0.2683692592
963	0.2682613894
964	0.2681396322
965	0.26811827
966	0.2678978359
967	0.2678683268
968	0.2678114719
969	0.2675920839
970	0.2675433885
971	0.2673809099
972	0.2673175233
973	0.267239383
974	0.2671419341
975	0.2671300453
976	0.266977917
977	0.266940077
978	0.2668421563
979	0.2666453055
980	0.2665992532
981	0.2665371153
982	0.2664860849
983	0.2664572931
984	0.2662884625
985	0.266058367
986	0.2660205805
987	0.2659658969
988	0.2658570189
989	0.2658346831
990	0.2657077919
991	0.2655356552
992	0.2653803557
993	0.2651230061
994	0.2650876469
995	0.2650573088
996	0.264993819
997	0.2649146935
998	0.2648813452
999	0.264857755
